NALT_URI	Label
https://lod.nal.usda.gov/nalt/105959	Great Smokies
https://lod.nal.usda.gov/nalt/105964	Blue Ridge Mountains
https://lod.nal.usda.gov/nalt/105966	Allegany Mountains
https://lod.nal.usda.gov/nalt/10597	armored scales
https://lod.nal.usda.gov/nalt/105973	Cumberland Mountain Range
https://lod.nal.usda.gov/nalt/10598	California red scale
https://lod.nal.usda.gov/nalt/105981	Blue Mountains (Oregon)
https://lod.nal.usda.gov/nalt/10599	yellow scale
https://lod.nal.usda.gov/nalt/105991	innate immune response
https://lod.nal.usda.gov/nalt/105992	acquired immune system
https://lod.nal.usda.gov/nalt/106006	Adirondack Mountains
https://lod.nal.usda.gov/nalt/106009	plant feeding mites
https://lod.nal.usda.gov/nalt/10602	aortic root
https://lod.nal.usda.gov/nalt/106031	lily leaf beetle
https://lod.nal.usda.gov/nalt/106034	Western spotted cucumber beetle
https://lod.nal.usda.gov/nalt/10604	Aotus (monkey)
https://lod.nal.usda.gov/nalt/106059	blue willow leaf beetle
https://lod.nal.usda.gov/nalt/106060	ACh receptors
https://lod.nal.usda.gov/nalt/106064	massive open online courses
https://lod.nal.usda.gov/nalt/106067	college degree
https://lod.nal.usda.gov/nalt/106073	dead-heading
https://lod.nal.usda.gov/nalt/10608	Aotus (legume)
https://lod.nal.usda.gov/nalt/10610	Crymodes
https://lod.nal.usda.gov/nalt/10614	Cotesia kariyai
https://lod.nal.usda.gov/nalt/10615	AcBV (Apanteles crassicornis bracovirus)
https://lod.nal.usda.gov/nalt/106156	Deerlodge National Forest
https://lod.nal.usda.gov/nalt/106175	Bridger National Forest
https://lod.nal.usda.gov/nalt/10618	Apanteles flavipes
https://lod.nal.usda.gov/nalt/106182	Challis National Forest
https://lod.nal.usda.gov/nalt/106183	Chattahoochee National Forest
https://lod.nal.usda.gov/nalt/106184	Chequamegon National Forest
https://lod.nal.usda.gov/nalt/10619	AfBV (Apanteles fumiferanae bracovirus)
https://lod.nal.usda.gov/nalt/10621	Apanteles glomeratus
https://lod.nal.usda.gov/nalt/106211	El Dorado National Forest
https://lod.nal.usda.gov/nalt/106221	Mount St. Helens National Volcanic Monument
https://lod.nal.usda.gov/nalt/106231	Humboldt National Forest
https://lod.nal.usda.gov/nalt/106232	Huron National Forest
https://lod.nal.usda.gov/nalt/10624	Apanteles marginiventris
https://lod.nal.usda.gov/nalt/10626	Apanteles ornigis
https://lod.nal.usda.gov/nalt/106261	Mt. Baker-Snoqualmie National Forest
https://lod.nal.usda.gov/nalt/106262	Mt. Hood National Forest
https://lod.nal.usda.gov/nalt/106271	Okanogan National Forest
https://lod.nal.usda.gov/nalt/10628	Apanteles plutellae
https://lod.nal.usda.gov/nalt/106285	Rogue River National Forest
https://lod.nal.usda.gov/nalt/106298	Shasta National Forest
https://lod.nal.usda.gov/nalt/10630	Apanteles rubecula
https://lod.nal.usda.gov/nalt/106303	Apache National Forest
https://lod.nal.usda.gov/nalt/106307	St Joe National Forest
https://lod.nal.usda.gov/nalt/106309	St Francis National Forest
https://lod.nal.usda.gov/nalt/106325	Cache National Forest
https://lod.nal.usda.gov/nalt/106330	Wallowa National Forest
https://lod.nal.usda.gov/nalt/106339	Fremont National Forest
https://lod.nal.usda.gov/nalt/10636	apathogenic microorganisms
https://lod.nal.usda.gov/nalt/10638	fluorapatite
https://lod.nal.usda.gov/nalt/10640	calcium phosphate
https://lod.nal.usda.gov/nalt/10644	phosphate rock
https://lod.nal.usda.gov/nalt/10646	apes
https://lod.nal.usda.gov/nalt/10649	Anemagrostis
https://lod.nal.usda.gov/nalt/10650	dense silkybent
https://lod.nal.usda.gov/nalt/10651	loose silkybent
https://lod.nal.usda.gov/nalt/10657	psylloids
https://lod.nal.usda.gov/nalt/10659	Chuniodendron
https://lod.nal.usda.gov/nalt/10664	Aphaniptera
https://lod.nal.usda.gov/nalt/10665	Aphanizomenon flosaquae
https://lod.nal.usda.gov/nalt/1067	Bacillus-Clostridium group
https://lod.nal.usda.gov/nalt/10674	ceraphronid wasps
https://lod.nal.usda.gov/nalt/10676	crayfish plague fungus
https://lod.nal.usda.gov/nalt/10703	Aspidiotiphagus
https://lod.nal.usda.gov/nalt/1071	Paramycetes
https://lod.nal.usda.gov/nalt/10711	ALPV (Aphid lethal paralysis virus)
https://lod.nal.usda.gov/nalt/10713	aphid P-endosymbionts
https://lod.nal.usda.gov/nalt/10715	Brachycolus noxius
https://lod.nal.usda.gov/nalt/10719	Doralis
https://lod.nal.usda.gov/nalt/10720	Neomyzus
https://lod.nal.usda.gov/nalt/10721	Appelia
https://lod.nal.usda.gov/nalt/10742	Masonaphis
https://lod.nal.usda.gov/nalt/10747	Longiunguis
https://lod.nal.usda.gov/nalt/10754	Myzodes
https://lod.nal.usda.gov/nalt/1076	Bacillus ramosus
https://lod.nal.usda.gov/nalt/10764	Rungsia
https://lod.nal.usda.gov/nalt/10766	Tetraneurella
https://lod.nal.usda.gov/nalt/10770	aphidiids
https://lod.nal.usda.gov/nalt/10783	Aphidius pulcher
https://lod.nal.usda.gov/nalt/10787	Aphidius brassicae
https://lod.nal.usda.gov/nalt/1079	Erysipelothrix group
https://lod.nal.usda.gov/nalt/10790	Aphidius testaceipes
https://lod.nal.usda.gov/nalt/10796	aphid midges
https://lod.nal.usda.gov/nalt/10797	cecidomyiid
https://lod.nal.usda.gov/nalt/10798	Aphidoletes cucumeris
https://lod.nal.usda.gov/nalt/1080	Bacteroides biformis
https://lod.nal.usda.gov/nalt/10801	cowpea aphid
https://lod.nal.usda.gov/nalt/10802	Doralis fabae
https://lod.nal.usda.gov/nalt/10803	soybean aphid
https://lod.nal.usda.gov/nalt/10804	cotton aphid
https://lod.nal.usda.gov/nalt/10805	buckthorn aphid
https://lod.nal.usda.gov/nalt/10806	oleander aphid
https://lod.nal.usda.gov/nalt/10807	apple aphid
https://lod.nal.usda.gov/nalt/10808	Aphis citricola
https://lod.nal.usda.gov/nalt/10810	Aphis citricidus
https://lod.nal.usda.gov/nalt/10819	Aphis helichrysi
https://lod.nal.usda.gov/nalt/1082	Bacterium cylindroides
https://lod.nal.usda.gov/nalt/10821	Aphis maidis
https://lod.nal.usda.gov/nalt/10827	Melinopterus
https://lod.nal.usda.gov/nalt/10828	ATEV (Aphodius tasmaniae entomopoxvirus)
https://lod.nal.usda.gov/nalt/10830	baboon spiders
https://lod.nal.usda.gov/nalt/10836	froghoppers
https://lod.nal.usda.gov/nalt/1084	Bacillus tortuosus
https://lod.nal.usda.gov/nalt/10845	Foot-and-mouth disease virus group
https://lod.nal.usda.gov/nalt/10846	picornaviruses
https://lod.nal.usda.gov/nalt/10847	ERAV (Equine rhinitis A virus)
https://lod.nal.usda.gov/nalt/10848	FMDV (Foot-and-mouth disease virus)
https://lod.nal.usda.gov/nalt/10850	Aphycus helvolus
